age,job,marital,education,housing
41,technician,married,secondary,yes
37,self-employed,married,tertiary,yes
30,services,single,tertiary,yes
32,blue-collar,married,secondary,yes
30,management,single,tertiary,yes
35,services,married,secondary,no
55,blue-collar,married,secondary,yes
52,blue-collar,married,secondary,yes
33,admin.,married,secondary,yes
55,retired,married,primary,yes
33,blue-collar,married,secondary,no
40,blue-collar,married,secondary,yes
39,blue-collar,married,secondary,yes
54,blue-collar,married,secondary,yes
39,blue-collar,married,primary,yes
49,blue-collar,married,secondary,yes
52,admin.,married,secondary,yes
27,management,single,tertiary,yes
26,services,married,secondary,yes
40,blue-collar,married,secondary,yes
47,blue-collar,married,secondary,yes
31,services,single,secondary,no
53,blue-collar,single,secondary,yes
31,services,married,secondary,yes
33,admin.,married,secondary,yes
35,services,married,secondary,no
46,entrepreneur,married,unknown,yes
31,management,married,secondary,no
35,technician,single,secondary,yes
29,management,married,secondary,yes
51,technician,married,secondary,yes
33,blue-collar,married,primary,yes
37,management,married,tertiary,no
43,admin.,single,unknown,yes
42,technician,married,tertiary,yes
28,blue-collar,married,secondary,yes
57,retired,married,secondary,yes
38,services,married,secondary,yes
39,blue-collar,married,primary,yes
36,technician,married,tertiary,yes
57,retired,married,tertiary,yes
44,management,married,unknown,yes
48,services,divorced,secondary,yes
46,blue-collar,married,primary,yes
43,admin.,married,secondary,no
49,services,married,secondary,yes
29,services,single,secondary,yes
53,blue-collar,married,secondary,yes
30,services,single,secondary,yes
41,management,divorced,secondary,yes
33,technician,married,secondary,yes
47,blue-collar,married,primary,yes
58,retired,married,secondary,yes
31,unemployed,married,secondary,yes
38,admin.,single,secondary,yes
60,retired,married,secondary,yes
33,management,single,tertiary,no
33,unemployed,single,tertiary,yes
52,admin.,married,primary,yes
42,blue-collar,married,primary,yes
30,technician,single,secondary,yes
33,entrepreneur,divorced,tertiary,yes
46,admin.,divorced,secondary,yes
51,blue-collar,married,primary,yes
40,unemployed,single,secondary,yes
50,admin.,married,secondary,yes
42,entrepreneur,married,tertiary,yes
38,technician,married,secondary,no
36,admin.,single,primary,yes
37,unemployed,divorced,primary,yes
33,management,married,tertiary,yes
38,blue-collar,single,secondary,yes
52,blue-collar,married,tertiary,yes
29,blue-collar,married,secondary,yes
37,blue-collar,married,primary,yes
34,admin.,married,secondary,yes
43,blue-collar,married,primary,yes
49,services,married,secondary,yes
33,technician,single,secondary,no
47,admin.,married,unknown,yes
50,technician,married,secondary,no
30,blue-collar,single,primary,yes
44,services,married,primary,yes
44,blue-collar,divorced,secondary,yes
30,services,single,secondary,yes
40,blue-collar,married,unknown,yes
41,blue-collar,married,unknown,yes
34,blue-collar,married,primary,yes
53,services,married,primary,yes
35,blue-collar,married,primary,yes
34,technician,divorced,secondary,yes
39,admin.,single,secondary,yes
39,management,single,tertiary,yes
52,services,divorced,secondary,yes
34,blue-collar,married,secondary,yes
37,blue-collar,divorced,primary,yes
39,admin.,married,secondary,yes
52,entrepreneur,divorced,primary,yes
35,blue-collar,married,primary,yes
36,entrepreneur,married,tertiary,yes
48,technician,married,secondary,yes
31,admin.,divorced,secondary,yes
43,technician,divorced,tertiary,yes
43,blue-collar,single,primary,yes
39,blue-collar,married,secondary,yes
40,technician,married,primary,yes
58,management,married,tertiary,no
31,blue-collar,married,primary,yes
41,blue-collar,married,secondary,yes
37,management,married,tertiary,yes
44,services,divorced,secondary,yes
37,technician,married,tertiary,yes
39,blue-collar,married,primary,yes
41,blue-collar,single,secondary,yes
52,blue-collar,divorced,primary,yes
29,blue-collar,single,primary,yes
60,blue-collar,divorced,secondary,no
32,technician,married,secondary,no
50,services,single,primary,yes
56,blue-collar,married,primary,yes
48,admin.,married,secondary,yes
29,blue-collar,married,primary,no
40,blue-collar,married,secondary,yes
42,admin.,divorced,secondary,yes
34,blue-collar,married,secondary,yes
23,management,single,tertiary,yes
30,technician,single,tertiary,yes
51,management,married,primary,yes
52,technician,single,secondary,yes
45,technician,married,secondary,yes
41,blue-collar,married,secondary,yes
27,student,single,secondary,yes
50,blue-collar,married,secondary,yes
36,blue-collar,married,primary,yes
46,blue-collar,married,primary,yes
44,blue-collar,married,primary,yes
47,blue-collar,married,secondary,yes
40,blue-collar,married,secondary,yes
36,services,single,secondary,yes
46,blue-collar,married,secondary,yes
58,technician,married,secondary,yes
30,technician,divorced,tertiary,yes
43,blue-collar,married,secondary,yes
29,services,single,secondary,yes
41,management,married,tertiary,yes
44,entrepreneur,married,primary,yes
44,services,divorced,secondary,yes
59,blue-collar,married,primary,yes
39,management,single,unknown,yes
42,management,married,secondary,no
31,admin.,married,secondary,no
29,unknown,single,primary,yes
39,blue-collar,single,secondary,yes
44,blue-collar,married,primary,yes
49,services,single,primary,yes
39,housemaid,married,secondary,yes
27,blue-collar,single,secondary,yes
56,management,married,primary,yes
43,technician,married,tertiary,yes
37,self-employed,married,primary,no
54,technician,single,secondary,yes
38,blue-collar,married,secondary,yes
31,blue-collar,married,primary,yes
34,blue-collar,married,secondary,yes
35,admin.,married,primary,yes
44,blue-collar,single,unknown,yes
30,blue-collar,married,secondary,yes
51,technician,married,secondary,yes
37,blue-collar,married,primary,yes
39,blue-collar,married,tertiary,yes
33,management,single,tertiary,yes
37,management,divorced,tertiary,yes
46,blue-collar,single,secondary,yes
32,admin.,married,secondary,yes
43,entrepreneur,married,primary,yes
59,housemaid,divorced,unknown,yes
46,admin.,married,primary,yes
47,blue-collar,married,primary,yes
31,services,single,secondary,yes
30,blue-collar,married,primary,yes
38,blue-collar,married,primary,no
44,blue-collar,single,secondary,yes
52,technician,married,unknown,yes
29,services,single,secondary,no
43,admin.,married,tertiary,yes
47,technician,married,primary,yes
43,blue-collar,married,primary,yes
52,blue-collar,divorced,primary,yes
32,services,single,secondary,yes
40,admin.,single,secondary,yes
57,technician,divorced,secondary,yes
30,services,divorced,secondary,yes
48,blue-collar,married,secondary,yes
46,blue-collar,married,secondary,yes
59,retired,divorced,primary,yes
50,blue-collar,married,primary,yes
50,blue-collar,divorced,primary,yes
33,blue-collar,divorced,secondary,yes
39,technician,single,unknown,yes
57,retired,divorced,secondary,yes
49,blue-collar,married,unknown,yes
41,blue-collar,married,primary,yes
43,technician,married,primary,yes
29,management,married,tertiary,yes
56,services,married,primary,yes
46,technician,married,secondary,yes
42,blue-collar,married,primary,yes
36,blue-collar,married,primary,no
29,services,married,primary,yes
43,admin.,single,secondary,yes
48,admin.,married,secondary,yes
38,blue-collar,single,primary,yes
46,blue-collar,married,secondary,yes
44,blue-collar,married,secondary,yes
28,management,married,tertiary,yes
28,blue-collar,married,primary,yes
36,technician,divorced,secondary,yes
37,blue-collar,married,secondary,yes
56,management,married,primary,yes
46,blue-collar,single,tertiary,yes
34,services,divorced,secondary,yes
32,entrepreneur,married,secondary,yes
33,technician,married,secondary,yes
36,services,single,secondary,yes
35,services,married,secondary,yes
44,admin.,single,secondary,yes
37,technician,married,secondary,yes
48,admin.,divorced,secondary,yes
38,blue-collar,married,secondary,yes
44,technician,married,secondary,yes
31,admin.,divorced,secondary,yes
35,management,divorced,tertiary,yes
54,technician,divorced,secondary,yes
28,admin.,single,secondary,yes
38,unemployed,married,primary,yes
48,technician,married,secondary,yes
31,blue-collar,married,tertiary,yes
59,retired,married,unknown,no
29,admin.,single,secondary,yes
28,blue-collar,married,secondary,yes
50,blue-collar,married,primary,yes
31,self-employed,single,tertiary,yes
32,admin.,single,secondary,yes
30,services,married,secondary,yes
32,management,single,tertiary,yes
29,technician,single,secondary,yes
30,admin.,divorced,secondary,yes
34,management,married,primary,yes
34,blue-collar,single,secondary,yes
41,blue-collar,married,primary,yes
36,blue-collar,married,secondary,yes
31,technician,single,tertiary,yes
39,blue-collar,married,primary,no
36,technician,married,secondary,yes
39,blue-collar,married,secondary,yes
37,blue-collar,married,primary,yes
52,blue-collar,married,secondary,yes
25,management,single,tertiary,yes
42,technician,married,secondary,yes
27,services,divorced,secondary,yes
42,blue-collar,married,primary,yes
29,admin.,divorced,secondary,yes
38,blue-collar,married,primary,yes
42,entrepreneur,married,primary,yes
35,self-employed,married,primary,yes
41,management,married,tertiary,yes
57,retired,married,primary,yes
36,blue-collar,married,secondary,yes
56,management,divorced,tertiary,yes
33,blue-collar,divorced,primary,yes
41,entrepreneur,divorced,tertiary,yes
33,blue-collar,married,primary,yes
35,management,divorced,tertiary,yes
43,management,married,tertiary,yes
36,admin.,single,secondary,yes
37,technician,married,secondary,yes
51,management,married,primary,yes
28,housemaid,divorced,primary,yes
43,blue-collar,married,secondary,no
32,blue-collar,single,primary,yes
36,entrepreneur,single,secondary,yes
33,unemployed,single,secondary,yes
39,admin.,married,secondary,yes
28,blue-collar,married,secondary,yes
26,technician,single,secondary,no
40,technician,married,tertiary,yes
44,housemaid,married,secondary,yes
34,management,married,tertiary,yes
47,blue-collar,married,primary,yes
55,blue-collar,single,tertiary,yes
48,blue-collar,divorced,primary,yes
36,blue-collar,single,primary,yes
31,management,single,tertiary,yes
30,management,single,tertiary,yes
46,blue-collar,married,primary,yes
30,admin.,single,secondary,yes
32,blue-collar,single,secondary,yes
48,blue-collar,single,unknown,yes
48,admin.,single,secondary,yes
36,services,single,tertiary,yes
41,admin.,single,secondary,yes
49,admin.,single,primary,yes
26,blue-collar,married,secondary,yes
38,management,married,secondary,yes
27,student,single,secondary,yes
51,retired,married,secondary,yes
33,admin.,divorced,secondary,yes
53,unemployed,married,secondary,yes
36,technician,married,secondary,yes
48,technician,divorced,secondary,yes
27,admin.,single,secondary,yes
42,technician,married,secondary,yes
61,blue-collar,married,primary,yes
31,self-employed,married,tertiary,yes
37,blue-collar,single,secondary,yes
34,entrepreneur,married,tertiary,yes
55,technician,married,unknown,yes
24,services,married,secondary,yes
41,technician,married,unknown,yes
34,blue-collar,single,primary,yes
29,blue-collar,married,secondary,yes
42,blue-collar,single,primary,yes
45,services,married,secondary,yes
49,management,married,secondary,yes
26,blue-collar,single,primary,yes
35,technician,single,secondary,yes
49,services,married,secondary,yes
44,blue-collar,married,primary,yes
41,management,married,tertiary,no
50,blue-collar,married,primary,yes
58,retired,married,tertiary,yes
43,blue-collar,married,secondary,yes
34,management,married,tertiary,yes
57,admin.,divorced,secondary,yes
43,services,divorced,secondary,yes
38,services,married,secondary,yes
35,self-employed,married,tertiary,yes
49,admin.,married,primary,yes
33,blue-collar,married,primary,yes
60,retired,married,primary,yes
33,technician,single,tertiary,yes
33,services,divorced,secondary,yes
47,management,married,tertiary,yes
37,technician,single,unknown,yes
